id,book_name,character,label,confidence,evidence_1,evidence_2,evidence_3
86,In Search of the Castaways,Kai-Koumou,0,0.6013,"Yet, looking at his calm and
passionless countenance, you could not have divined the depth of his
anguish, for in his present critical situation he did not betray the
extent of his misfortunes. He felt that he ought to set an example of
fortitude to his wife and his companions, as being the husband and
chief. Moreover, he was ready to die first for the common safety, if
circumstances should require it. His companions were worthy of him; they shared his noble thoughts, and
their calm and haughty appearance would scarcely have intimated that
they were being carried away to captivity and suffering. By common
consent, at Glenarvan's suggestion, they had resolved to feign a proud
indifference in the presence of the savages. It was the only way of
influencing those fierce natures. [Illustration: A boat might have been seen ascending the Waikato. It
was a canoe seventy feet long and five broad.]

Since leaving the encampment, the natives, taciturn like all savages,
had scarcely spoken to each other.","Glenarvan gazed at Robert, and felt his heart beat quick with
excitement. He forgot himself, and thought only of this poor child, who
displayed a courage beyond his years. Robert was pale, but his hand did
not leave his weapon, and he awaited with firm bearing the assault of
the enraged wolves. Meantime, Glenarvan, after coolly considering the situation, resolved
to do something decisive. ""In one hour,"" said he, ""we shall have no more powder, shot, or fire. We must not wait till then to make a sally.""

He turned towards Thalcave, and, recalling a few words of Spanish,
began a conversation with the Indian, frequently interrupted by the
cracks of the rifle. It was not without difficulty that these two men succeeded in
understanding each other. Glenarvan, fortunately, knew the habits of
the red wolf. Without this knowledge he could not have interpreted the
words and gestures of the Patagonian.","""Have you never heard of three English captives?"" he asked the sergeant. ""Never,"" replied Manuel. ""It would have been known at Tandil. I should
have heard of it. No, it cannot be.""

Glenarvan, after this formal response, had nothing more to do at Fort
Independence. He and his friends, therefore, departed, not without
thanking the sergeant and shaking hands with him. Glenarvan was in despair at this complete overthrow of his hopes. Robert walked beside him in silence, with tearful eyes, while his
protector could not find a single word to console him. Paganel
gesticulated and talked to himself. The major did not open his lips. As for Thalcave, his Indian pride seemed humbled at having gone astray
on a false trail. No one, however, thought of reproaching him for so
excusable an error. They returned to the encampment, saddened indeed. Still, not one of
the courageous and devoted men regretted so many hardships uselessly
endured, so many dangers vainly incurred."
38,In Search of the Castaways,Tom Ayrton/Ben Joyce,0,0.8593,"His nervous and
excitable nature would not submit to an imprisonment between four
wooden walls. Day and night, heedless of the torrents of rain and the
dashing spray of the sea, he remained on deck, sometimes bending over
the rail, sometimes pacing up and down with feverish agitation. His
eyes gazed continually into space, and, during the brief lulls, his
glass persistently surveyed the horizon. He seemed to question the mute
waves; the mist that veiled the sky, the masses of vapor, he would have
penetrated with a glance; he could not be resigned, and his countenance
betokened an acute grief. The power and hopefulness of this man,
hitherto so energetic and courageous, had suddenly failed. Captain Mangles seldom left him, but at his side endured the severity
of the storm. That day, Glenarvan, wherever there was an opening in
the mist, scanned the horizon with the utmost persistency. The young
captain approached him. ""Is your lordship looking for land?"" he asked. Glenarvan shook his head.","Thanks to his activity, the little party,
at eight o'clock in the morning, was on its way down the grassy slopes
of the Tandil Sierra. Glenarvan, with Robert at his side, galloped on in silence. His
lordship's bold and resolute character did not permit him to accept
this disappointment calmly. His heart beat violently, and his brain was
on fire. Paganel, tormented by the mystery of the document, arranged
the words in every way, as if to draw from them a new meaning. Thalcave
silently resigned himself to Thaouka's sagacity. The major, always
confident, performed his duties like a man upon whom discouragement can
have no effect. Tom Austin and his two sailors shared their master's
annoyance. Once, when a timid hare crossed the path in front of them,
the superstitious Scotchmen gazed at one another. ""A bad omen,"" said Wilson. ""Yes, in the Highlands,"" replied Mulready. ""What is bad in the Highlands is no better here,"" added Wilson,
sententiously.","Yet, looking at his calm and
passionless countenance, you could not have divined the depth of his
anguish, for in his present critical situation he did not betray the
extent of his misfortunes. He felt that he ought to set an example of
fortitude to his wife and his companions, as being the husband and
chief. Moreover, he was ready to die first for the common safety, if
circumstances should require it. His companions were worthy of him; they shared his noble thoughts, and
their calm and haughty appearance would scarcely have intimated that
they were being carried away to captivity and suffering. By common
consent, at Glenarvan's suggestion, they had resolved to feign a proud
indifference in the presence of the savages. It was the only way of
influencing those fierce natures. [Illustration: A boat might have been seen ascending the Waikato. It
was a canoe seventy feet long and five broad.]

Since leaving the encampment, the natives, taciturn like all savages,
had scarcely spoken to each other."
132,The Count of Monte Cristo,Faria,1,0.8208,"“Go on, Signor Pastrini,” continued Franz, smiling at his friend’s
susceptibility. “To what class of society does he belong?”

“He was a shepherd-boy attached to the farm of the Count of San-Felice,
situated between Palestrina and the Lake of Gabri; he was born at
Pampinara, and entered the count’s service when he was five years old;
his father was also a shepherd, who owned a small flock, and lived by
the wool and the milk, which he sold at Rome. When quite a child, the
little Vampa displayed a most extraordinary precocity.","“I have just had the pleasure,” replied the count; “but I have not seen
your father.”

“See, he is down there, talking politics with that little group of
great geniuses.”

“Indeed?” said Monte Cristo; “and so those gentlemen down there are men
of great talent. I should not have guessed it. And for what kind of
talent are they celebrated? You know there are different sorts.”

“That tall, harsh-looking man is very learned, he discovered, in the
neighborhood of Rome, a kind of lizard with a vertebra more than
lizards usually have, and he immediately laid his discovery before the
Institute. The thing was discussed for a long time, but finally decided
in his favor. I can assure you the vertebra made a great noise in the
learned world, and the gentleman, who was only a knight of the Legion
of Honor, was made an officer.”

“Come,” said Monte Cristo, “this cross seems to me to be wisely
awarded.","“All the nobility of Rome will be
present, and if your fair _incognita_ belong to the higher class of
society, she must go there.”

“Whether she goes there or not, my opinion is still the same,” returned
Albert. “You have read the letter?”

“Yes.”

“You know how imperfectly the women of the _mezzo cito_ are educated in
Italy?” (This is the name of the lower class.)

“Yes.”

“Well, read the letter again. Look at the writing, and find if you can,
any blemish in the language or orthography.” The writing was, in
reality, charming, and the orthography irreproachable. “You are born to good fortune,” said Franz, as he returned the letter. “Laugh as much as you will,” replied Albert, “I am in love.”

“You alarm me,” cried Franz. “I see that I shall not only go alone to
the Duke of Bracciano’s, but also return to Florence alone.”

“If my unknown be as amiable as she is beautiful,” said Albert, “I
shall fix myself at Rome for six weeks, at least."
77,In Search of the Castaways,Kai-Koumou,1,0.8124,"He had not
released his prey, and at last reached the ground, ten paces from the
banks of the stream. ""Quick! quick!"" said Glenarvan; and without seeking whence this
providential shot had come, he rushed towards the condor. His
companions closely followed him. When they arrived the bird was dead, and the body of Robert was hidden
under its great wings. Glenarvan threw himself upon the child, released
him from the talons of the condor, stretched him on the grass, and
pressed his ear to his breast. Never did a wilder cry of joy issue from human lips than when Glenarvan
rose, exclaiming:

""He lives! he lives!""

In an instant Robert was stripped of his garments, and his face bathed
with fresh water. He made a movement, opened his eyes, looked around,
and uttered a few words:

""You, my lord--my father!----""

Glenarvan could not speak. Emotion stifled him, and, kneeling, he wept
beside this child so miraculously saved. CHAPTER XV. THALCAVE.","Thus it continued till about
noon, when MacNabb, by the advice of all, would no longer hesitate, and
told Glenarvan that they must go, the lives of his companions depended
upon a prompt decision. ""Yes, yes,"" replied Glenarvan, ""we will go, we will go!""

But as he spoke his eyes were turned away from MacNabb. His gaze was
fixed upon a black speck in the air. Suddenly his hand rose, and
remained immovable, as if petrified. ""There! there!"" cried he. ""See! see!""

[Illustration: The bird had raised him by his garments, and was now
hovering in mid-air at least one hundred and fifty feet above the
encampment. He had perceived the travelers, and was violently striving
to escape with his heavy prey.] All eyes were raised towards the sky,
in the direction so imperatively indicated. At that moment the black
speck visibly increased. It was a bird hovering at a measureless height. ""A condor,"" said Paganel. ""Yes, a condor,"" replied Glenarvan. ""Who knows? He is coming, he is
descending!","He soon described circles of larger extent, and could be
perfectly distinguished. He measured fifteen feet across his wings,
which supported him in the air almost without motion, for it is the
peculiarity of these great birds to sail with a majestic calmness
unlike all others of the winged tribes. The major and Wilson had seized their rifles, but Glenarvan stopped
them with a gesture. The condor was approaching in the circles of his
flight a sort of inaccessible plateau a quarter of a mile distant. He was turning with a vertical rapidity, opening and closing his
formidable claws, and shaking his cartilaginous neck. ""There! there!"" cried Glenarvan. Then suddenly a thought flashed through his mind. ""If Robert is still living!"" exclaimed he, with a cry of terror, ""this
bird! Fire, my friends, fire!""

But he was too late. The condor had disappeared behind the lofty
boulders. A second passed that seemed an eternity. Then the enormous
bird reappeared, heavily laden, and rising slowly."
70,In Search of the Castaways,Kai-Koumou,0,0.7916,"Paganel welcomed
the storm that came to the aid of his design. At eight o'clock the summit of the mountain was hidden by a foreboding
darkness, while the sky looked terribly black, as if for a background
to the flaming outbreak that Paganel was about to inaugurate. The
Maoris could no longer see their prisoners. The time for action had
come. Rapidity was necessary, and Glenarvan, Paganel, MacNabb, Robert,
the steward, and the two sailors at once set to work vigorously. The place for the crater was chosen thirty paces from Kara-Tété's tomb. It was important that this structure should be spared by the eruption,
for otherwise the taboo would become ineffective. Paganel had observed
an enormous block of stone, around which the vapors seemed to pour
forth with considerable force. This rocky mass covered a small natural
crater in the peak, and only by its weight prevented the escape of the
subterranean flames.","In the sweet, still evening, when the ""lantern of Mac Farlane""
illumined the horizon, they would stroll along the ""bartizans,"" an old
circular balcony that formed a chain of battlements to Malcolm Castle,
and there, pensive, oblivious, and as if alone in the world, seated
on some detached rock, under the pale rays of the moon, while night
gradually enveloped the rugged summits of the mountains, they would
continue wrapt in that pure ecstasy and inward delight known only to
loving hearts. Thus passed the first months of their married life. But Lord Glenarvan
did not forget that his wife was the daughter of a great traveler. He
thought that Lady Helena must have in her heart all the aspirations of
her father, and he was not mistaken. The Duncan was constructed, and
was designed to convey Lord and Lady Glenarvan to the most beautiful
countries of the world, along the waves of the Mediterranean, and to
the isles of the Archipelago.","He had been married scarcely three months, having espoused Miss Helena
Tuffnel, daughter of the great traveler, William Tuffnel, one of the
numerous victims to the great passion for geographical discoveries. Miss Helena did not belong to a noble family, but she was Scotch, which
equaled all nobilities in the eyes of Lord Glenarvan. This charming
young creature, high-minded and devoted, the lord of Luss had made the
companion of his life. He found her one day living alone, an orphan,
almost without fortune, in the house of her father at Kilpatrick. He
saw that the poor girl would make a noble wife, and he married her. Miss Tuffnel was twenty-two, a youthful blonde, with eyes as blue as
the waters of the Scotch lakes on a beautiful morning in spring. Her
love for her husband exceeded even her gratitude. She loved him as if
she had been the rich heiress, and he the friendless orphan."
115,The Count of Monte Cristo,Faria,1,0.6016,"Each word that fell from his companion’s
lips seemed fraught with the mysteries of science, as worthy of digging
out as the gold and diamonds in the mines of Guzerat and Golconda,
which he could just recollect having visited during a voyage made in
his earliest youth. “Come,” said he to the abbé, “I am anxious to see your treasures.”

The abbé smiled, and, proceeding to the disused fireplace, raised, by
the help of his chisel, a long stone, which had doubtless been the
hearth, beneath which was a cavity of considerable depth, serving as a
safe depository of the articles mentioned to Dantès. “What do you wish to see first?” asked the abbé. “Oh, your great work on the monarchy of Italy!”

Faria then drew forth from his hiding-place three or four rolls of
linen, laid one over the other, like folds of papyrus.","One night, however, I heard his sobs, and
I could not resist my desire to go up to him, but when I reached his
door he was no longer weeping but praying. I cannot now repeat to you,
sir, all the eloquent words and imploring language he made use of; it
was more than piety, it was more than grief, and I, who am no canter,
and hate the Jesuits, said then to myself, ‘It is really well, and I am
very glad that I have not any children; for if I were a father and felt
such excessive grief as the old man does, and did not find in my memory
or heart all he is now saying, I should throw myself into the sea at
once, for I could not bear it.’”

“Poor father!” murmured the priest. “From day to day he lived on alone, and more and more solitary. M. Morrel and Mercédès came to see him, but his door was closed; and,
although I was certain he was at home, he would not make any answer.","Spada at the same moment saw another bottle approach
him, which he was pressed to taste. An hour afterwards a physician
declared they were both poisoned through eating mushrooms. Spada died
on the threshold of the vineyard; the nephew expired at his own door,
making signs which his wife could not comprehend. “Then Cæsar and the pope hastened to lay hands on the heritage, under
pretense of seeking for the papers of the dead man. But the inheritance
consisted in this only, a scrap of paper on which Spada had written:—‘I
bequeath to my beloved nephew my coffers, my books, and, amongst
others, my breviary with the gold corners, which I beg he will preserve
in remembrance of his affectionate uncle.’

“The heirs sought everywhere, admired the breviary, laid hands on the
furniture, and were greatly astonished that Spada, the rich man, was
really the most miserable of uncles—no treasures—unless they were those
of science, contained in the library and laboratories. That was all."
78,In Search of the Castaways,Kai-Koumou,1,0.9579,"Kai-Koumou came out of his house, and, surrounded by
the principal warriors of his tribe, took his place on a mound several
feet high in the centre of the fortification. The crowd of natives
formed a semicircle around him, and the whole assembly preserved
absolute silence. At a sign from the chief, a warrior advanced towards the temple. ""Remember!"" said Lady Helena to her husband. Glenarvan clasped his wife to his heart. At this moment Mary Grant
approached John Mangles. ""Lord and Lady Glenarvan,"" said she, ""I think that, if a wife can die
by the hand of her husband to escape a degrading existence, a maiden
can likewise die by the hand of her lover. John (for I may tell you
at this critical moment), have I not long been your betrothed in the
depths of your heart? May I rely upon you, dear John, as Lady Helena
does upon Lord Glenarvan?""

""Mary!"" cried the young captain, in terror. ""Ah! dear Mary----""

He could not finish: the mat was raised, and the captives were dragged
towards Kai-Koumou.","Yet, looking at his calm and
passionless countenance, you could not have divined the depth of his
anguish, for in his present critical situation he did not betray the
extent of his misfortunes. He felt that he ought to set an example of
fortitude to his wife and his companions, as being the husband and
chief. Moreover, he was ready to die first for the common safety, if
circumstances should require it. His companions were worthy of him; they shared his noble thoughts, and
their calm and haughty appearance would scarcely have intimated that
they were being carried away to captivity and suffering. By common
consent, at Glenarvan's suggestion, they had resolved to feign a proud
indifference in the presence of the savages. It was the only way of
influencing those fierce natures. [Illustration: A boat might have been seen ascending the Waikato. It
was a canoe seventy feet long and five broad.]

Since leaving the encampment, the natives, taciturn like all savages,
had scarcely spoken to each other.","Some of the natives, the friends and
partisans of Kai-Koumou, had stopped suddenly at the command of their
chief, and had protected the captives. Glenarvan, however, was not blind to the fate that was reserved for
him. Only his death could atone for the murder of a chief. Among savage
races death is always preceded by a protracted torture. He therefore
expected to cruelly expiate the righteous indignation that had nerved
his arm, but hoped that Kai-Koumou's rage would fall only on himself. What a night he and his companions passed! Who could depict their
anguish, or measure their sufferings? Neither poor Robert nor brave
Paganel had reappeared. But how could they doubt their fate? Were they
not the first victims of the natives' vengeance? All hope had vanished
even from the heart of the major, who did not easily despair. John
Mangles felt himself growing mad at sight of the sad dejection of Mary
Grant, thus separated from her brother."
87,The Count of Monte Cristo,Noirtier,0,0.6654,"“’Tis true, madame,” answered he, “that my father was a Girondin, but
he was not among the number of those who voted for the king’s death; he
was an equal sufferer with yourself during the Reign of Terror, and had
well-nigh lost his head on the same scaffold on which your father
perished.”

“True,” replied the marquise, without wincing in the slightest degree
at the tragic remembrance thus called up; “but bear in mind, if you
please, that our respective parents underwent persecution and
proscription from diametrically opposite principles; in proof of which
I may remark, that while my family remained among the staunchest
adherents of the exiled princes, your father lost no time in joining
the new government; and that while the Citizen Noirtier was a Girondin,
the Count Noirtier became a senator.”

“Dear mother,” interposed Renée, “you know very well it was agreed that
all these disagreeable reminiscences should forever be laid aside.”

“Suffer me, also, madame,” replied Villefort, “to add my earnest
request to Mademoiselle de Saint-Méran’s, that you will kindly allow
the veil of oblivion to cover and conceal the past.","“If a man had by unheard-of and
excruciating tortures destroyed your father, your mother, your
betrothed,—a being who, when torn from you, left a desolation, a wound
that never closes, in your breast,—do you think the reparation that
society gives you is sufficient when it interposes the knife of the
guillotine between the base of the occiput and the trapezal muscles of
the murderer, and allows him who has caused us years of moral
sufferings to escape with a few moments of physical pain?”

“Yes, I know,” said Franz, “that human justice is insufficient to
console us; she can give blood in return for blood, that is all; but
you must demand from her only what it is in her power to grant.”

“I will put another case to you,” continued the count; “that where
society, attacked by the death of a person, avenges death by death.","But mark
the distinction with which he is treated; instead of being knocked on
the head as you would be if once they caught hold of you, he is simply
sentenced to be guillotined, by which means, too, the amusements of the
day are diversified, and there is a spectacle to please every
spectator.”

“Without reckoning the wholly unexpected one I am preparing to surprise
them with.”

“My good friend,” said the man in the cloak, “excuse me for saying that
you seem to me precisely in the mood to commit some wild or extravagant
act.”

“Perhaps I am; but one thing I have resolved on, and that is, to stop
at nothing to restore a poor devil to liberty, who has got into this
scrape solely from having served me."
75,In Search of the Castaways,Kai-Koumou,0,0.7186,"So long as
they were in the Argentine territory, the geographer could rightly
maintain that the latitude of the document referred to the place of
captivity,--not to the scene of the shipwreck. Indeed, the great rivers
of the Pampas and their numerous affluents could easily bear the
document to the sea. In this part of Australia, on the contrary, few
streams cross the thirty-seventh parallel, and the principal Australian
rivers--the Murray, the Yara, the Torrens, and the Darling--either flow
into each other, or empty into the ocean by mouths where navigation
is active. What probability was there, then, that a fragile bottle
could have descended these continually navigated waters, and reached
the Indian Ocean? This consideration could not escape such sagacious
minds. Paganel's supposition, plausible in Patagonia, was illogical
in Australia. The geographer perceived this in a discussion on the
subject with the major.","Glenarvan explained that the
shipwreck had not taken place on the shores either of the Pacific or
the Atlantic, and that, consequently, the document had been wrongly
interpreted so far as Patagonia was concerned; that Paganel, by a
sudden inspiration, had discovered the mistake and proved that they had
been following a false trail. The geographer was accordingly asked to
explain the French document, which he did to the satisfaction of every
one. When he had finished his demonstration, Glenarvan announced that
the Duncan would immediately set sail for Australia. The major, however, before the order was given, asked permission to
make a single remark. ""Speak, major,"" said Glenarvan. ""My object,"" said MacNabb, ""is not to invalidate the arguments of my
friend Paganel, still less to refute them. I consider them rational,
sagacious, and worthy of our whole attention.","Hence the degrees of longitude and latitude apply to the
very place of shipwreck.""

""Nothing proves it,"" said Paganel, earnestly; ""and I do not see why
the shipwrecked sailors, after being carried by the Indians into the
interior of the country, could not have sought to make known by means
of this bottle the place of their captivity.""

""Simply, my dear Paganel, because to throw a bottle into the sea it is
necessary, at least, that the sea should be before you.""

""Or, in the absence of the sea,"" added Paganel, ""the rivers which flow
into it.""

An astonished silence followed this unexpected, yet reasonable, answer. By the flash that brightened the eyes of his hearers Paganel knew that
each of them had conceived a new hope. Lady Helena was the first to
resume the conversation. ""What an idea!"" she exclaimed. ""What a _good_ idea!"" added the geographer, simply. ""Your advice then?"" asked Glenarvan."
44,In Search of the Castaways,Tom Ayrton/Ben Joyce,1,0.9738,"Yet, looking at his calm and
passionless countenance, you could not have divined the depth of his
anguish, for in his present critical situation he did not betray the
extent of his misfortunes. He felt that he ought to set an example of
fortitude to his wife and his companions, as being the husband and
chief. Moreover, he was ready to die first for the common safety, if
circumstances should require it. His companions were worthy of him; they shared his noble thoughts, and
their calm and haughty appearance would scarcely have intimated that
they were being carried away to captivity and suffering. By common
consent, at Glenarvan's suggestion, they had resolved to feign a proud
indifference in the presence of the savages. It was the only way of
influencing those fierce natures. [Illustration: A boat might have been seen ascending the Waikato. It
was a canoe seventy feet long and five broad.]

Since leaving the encampment, the natives, taciturn like all savages,
had scarcely spoken to each other.","In their conversation,
overheard by MacNabb, his accomplices had clearly confessed it. The
Britannia had never been wrecked on the reefs of Twofold Bay! Harry
Grant had never set foot on the Australian continent! For the second time an erroneous interpretation of the document had set
the searchers of the Britannia on a false trail. All, in the face of
this situation and the grief of the two children, preserved a mournful
silence. Who then could have found words of hope? Robert wept in his
sister's arms. Paganel murmured, in a voice of despair,--

""Ah, unlucky document! You can boast of having sorely puzzled the
brains of a dozen brave people!""

And the worthy geographer was fairly furious against himself, and
frantically beat his forehead. In the mean time Glenarvan had joined Mulready and Wilson, who were on
guard without. A deep silence reigned on the plain lying between the
wood and the river. Heavy clouds covered the vault of the sky.","""Have you never heard of three English captives?"" he asked the sergeant. ""Never,"" replied Manuel. ""It would have been known at Tandil. I should
have heard of it. No, it cannot be.""

Glenarvan, after this formal response, had nothing more to do at Fort
Independence. He and his friends, therefore, departed, not without
thanking the sergeant and shaking hands with him. Glenarvan was in despair at this complete overthrow of his hopes. Robert walked beside him in silence, with tearful eyes, while his
protector could not find a single word to console him. Paganel
gesticulated and talked to himself. The major did not open his lips. As for Thalcave, his Indian pride seemed humbled at having gone astray
on a false trail. No one, however, thought of reproaching him for so
excusable an error. They returned to the encampment, saddened indeed. Still, not one of
the courageous and devoted men regretted so many hardships uselessly
endured, so many dangers vainly incurred."
